caseid,age_5,age_10,gender,marital,how_often_rushed,health,mental_health,annual_income,household_income
985,50 to 54,45 to 54,Male,Single (Never married),... a few times a week?,... good?,... good?,"$20,000 to $29,999","$30,000 to $39,999"
986,15 to 17,15 to 24,Male,Single (Never married),... about once a week?,... good?,... good?,No income,Don't know
987,25 to 29,25 to 34,Male,Married,... a few times a week?,... fair?,... excellent?,"$30,000 to $39,999","$50,000 to $59,999"
988,45 to 49,45 to 54,Female,Married,... every day?,... excellent?,... very good?,"$80,000 to $99,999","$150,000 or more"
989,30 to 34,25 to 34,Female,Married,... a few times a week?,... excellent?,... very good?,Not stated,Not stated
990,70 to 74,65 to 74,Male,Married,... never,... very good?,... good?,"$10,000 to $14,999","$20,000 to $29,999"
991,80 years and over,75 years and over,Male,Married,... every day?,... poor?,... good?,"$40,000 to $49,999","$40,000 to $49,999"
992,55 to 59,55 to 64,Male,Divorced,... every day?,... fair?,... fair?,Don't know,Don't know
993,40 to 44,35 to 44,Male,Single (Never married),... every day?,... very good?,... very good?,"$50,000 to $59,999","$50,000 to $59,999"
994,50 to 54,45 to 54,Male,Married,... every day?,... very good?,... excellent?,"$100,000 or more","$100,000 to $149,999"
995,60 to 64,55 to 64,Male,Married,... about once a month?,... excellent?,... good?,"$30,000 to $39,999","$40,000 to $49,999"
996,20 to 24,15 to 24,Male,Single (Never married),... every day?,... very good?,... good?,"$60,000 to $79,999","$100,000 to $149,999"
997,60 to 64,55 to 64,Female,Married,... a few times a week?,... good?,... good?,Not stated,Not stated
998,70 to 74,65 to 74,Female,Married,... about once a week?,... good?,... good?,"$15,000 to $19,999","$50,000 to $59,999"
999,50 to 54,45 to 54,Male,Married,... every day?,... fair?,... very good?,Not stated,Not stated
1000,80 years and over,75 years and over,Female,Widowed,... never,... good?,... excellent?,"$100,000 or more","$100,000 to $149,999"
1001,30 to 34,25 to 34,Female,Married,... every day?,... good?,... very good?,"$60,000 to $79,999","$100,000 to $149,999"
1002,75 to 79,75 years and over,Male,Married,... less than once a month?,... good?,... excellent?,"$20,000 to $29,999","$40,000 to $49,999"
1003,25 to 29,25 to 34,Male,Single (Never married),... a few times a week?,... good?,... very good?,"$60,000 to $79,999","$100,000 to $149,999"
1004,80 years and over,75 years and over,Female,Widowed,... about once a month?,... good?,... very good?,Don't know,Don't know
1005,60 to 64,55 to 64,Male,Married,... every day?,... very good?,... excellent?,"$30,000 to $39,999","$50,000 to $59,999"
1006,60 to 64,55 to 64,Male,Married,... never,... excellent?,... excellent?,"$60,000 to $79,999","$60,000 to $79,999"
1007,30 to 34,25 to 34,Female,Married,... every day?,... excellent?,... excellent?,"$30,000 to $39,999","$60,000 to $79,999"
1008,80 years and over,75 years and over,Male,Widowed,... less than once a month?,... good?,... good?,"$100,000 or more","$100,000 to $149,999"
1009,35 to 39,35 to 44,Male,Divorced,... every day?,... very good?,... good?,"$20,000 to $29,999","$20,000 to $29,999"
1010,55 to 59,55 to 64,Male,Married,... a few times a week?,... good?,... good?,"$40,000 to $49,999","$60,000 to $79,999"
1011,35 to 39,35 to 44,Female,Married,... every day?,... good?,... very good?,"$5,000 to $9,999","$30,000 to $39,999"
1012,50 to 54,45 to 54,Female,Single (Never married),... every day?,... fair?,... good?,"$40,000 to $49,999","$40,000 to $49,999"
1013,70 to 74,65 to 74,Male,Married,... never,... fair?,... fair?,"$30,000 to $39,999","$30,000 to $39,999"
1014,65 to 69,65 to 74,Male,Married,... about once a week?,... good?,... very good?,"$15,000 to $19,999","$80,000 to $99,999"
1015,15 to 17,15 to 24,Female,Single (Never married),... about once a month?,... very good?,... very good?,No income,"$15,000 to $19,999"
1016,45 to 49,45 to 54,Male,Divorced,... about once a week?,... good?,... very good?,Not stated,Not stated
1017,30 to 34,25 to 34,Female,Married,... every day?,... very good?,... very good?,"$5,000 to $9,999","$30,000 to $39,999"
1018,25 to 29,25 to 34,Male,Single (Never married),... a few times a week?,... good?,... good?,"$30,000 to $39,999","$150,000 or more"
1019,50 to 54,45 to 54,Male,Divorced,... a few times a week?,... very good?,... very good?,"$30,000 to $39,999","$60,000 to $79,999"
1020,80 years and over,75 years and over,Female,Married,Don't know,Not stated,Not stated,Not stated,Not stated
1021,70 to 74,65 to 74,Female,Married,... about once a week?,... fair?,... good?,"$20,000 to $29,999","$50,000 to $59,999"
1022,40 to 44,35 to 44,Female,Separated,... a few times a week?,... very good?,... good?,"$20,000 to $29,999","$30,000 to $39,999"
1023,60 to 64,55 to 64,Male,Married,... never,... excellent?,... excellent?,"$10,000 to $14,999","$10,000 to $14,999"
1024,80 years and over,75 years and over,Female,Widowed,... about once a month?,... good?,... very good?,"$20,000 to $29,999","$20,000 to $29,999"
1025,75 to 79,75 years and over,Male,Married,... a few times a week?,... good?,... fair?,"$30,000 to $39,999","$30,000 to $39,999"
1026,80 years and over,75 years and over,Male,Married,... a few times a week?,Not stated,Not stated,Not stated,Not stated
1027,45 to 49,45 to 54,Female,Married,... about once a week?,... very good?,... excellent?,"$40,000 to $49,999","$80,000 to $99,999"
1028,35 to 39,35 to 44,Female,Divorced,... every day?,... very good?,... fair?,"$20,000 to $29,999","$20,000 to $29,999"
1029,50 to 54,45 to 54,Female,Married,... about once a week?,... very good?,... very good?,"$80,000 to $99,999","$80,000 to $99,999"
1030,35 to 39,35 to 44,Female,Single (Never married),... about once a week?,... very good?,... very good?,"$50,000 to $59,999","$50,000 to $59,999"
1031,65 to 69,65 to 74,Male,Divorced,... never,... good?,... excellent?,"$5,000 to $9,999","$15,000 to $19,999"
1032,35 to 39,35 to 44,Male,Married,... a few times a week?,... fair?,... good?,"$60,000 to $79,999","$60,000 to $79,999"
1033,55 to 59,55 to 64,Male,Separated,... a few times a week?,... excellent?,... excellent?,"$100,000 or more","$100,000 to $149,999"
1034,60 to 64,55 to 64,Male,Divorced,... never,... good?,... good?,"Less than $5,000","Less than $5,000"
1035,45 to 49,45 to 54,Female,Married,... every day?,... very good?,... good?,"$5,000 to $9,999","$40,000 to $49,999"
1036,45 to 49,45 to 54,Female,Married,... a few times a week?,... very good?,... very good?,"$15,000 to $19,999","$60,000 to $79,999"
1037,65 to 69,65 to 74,Male,Married,... a few times a week?,... very good?,... very good?,"$100,000 or more","$100,000 to $149,999"
1038,30 to 34,25 to 34,Female,Married,... never,... excellent?,... very good?,"$10,000 to $14,999",Don't know
1039,45 to 49,45 to 54,Male,Married,... about once a week?,... good?,... very good?,"$50,000 to $59,999","$80,000 to $99,999"
1040,80 years and over,75 years and over,Female,Widowed,... never,... very good?,... excellent?,Not stated,Not stated
1041,65 to 69,65 to 74,Female,Married,... every day?,... good?,... good?,"$10,000 to $14,999","$20,000 to $29,999"
1042,60 to 64,55 to 64,Male,Married,... a few times a week?,... good?,... very good?,Not stated,"$150,000 or more"
1043,55 to 59,55 to 64,Male,Divorced,... every day?,... fair?,... fair?,"$15,000 to $19,999","$15,000 to $19,999"
1044,55 to 59,55 to 64,Male,Married,... about once a week?,... very good?,... very good?,"$60,000 to $79,999","$60,000 to $79,999"
1045,70 to 74,65 to 74,Male,Married,... never,... excellent?,... excellent?,"$50,000 to $59,999","$60,000 to $79,999"
1046,60 to 64,55 to 64,Female,Divorced,... about once a week?,... good?,... very good?,"$20,000 to $29,999","$20,000 to $29,999"
1047,60 to 64,55 to 64,Female,Married,... about once a week?,... very good?,... excellent?,"$30,000 to $39,999","$80,000 to $99,999"
1048,60 to 64,55 to 64,Male,Single (Never married),... about once a month?,... fair?,... excellent?,"$100,000 or more","$100,000 to $149,999"
1049,35 to 39,35 to 44,Female,Divorced,... every day?,... fair?,... good?,Not stated,Not stated
1050,60 to 64,55 to 64,Female,Divorced,... a few times a week?,... fair?,... fair?,Not stated,Not stated
1051,15 to 17,15 to 24,Male,Single (Never married),... a few times a week?,... very good?,... very good?,No income,"$80,000 to $99,999"
1052,30 to 34,25 to 34,Female,Living common-law,... every day?,... fair?,... good?,"$40,000 to $49,999","$80,000 to $99,999"
1053,70 to 74,65 to 74,Female,Married,... less than once a month?,... good?,... good?,"$20,000 to $29,999","$20,000 to $29,999"
1054,70 to 74,65 to 74,Female,Married,... never,... good?,... good?,Not stated,Not stated
1055,50 to 54,45 to 54,Female,Single (Never married),... about once a month?,... good?,... very good?,"$15,000 to $19,999","$15,000 to $19,999"
1056,75 to 79,75 years and over,Female,Married,... about once a week?,... fair?,... good?,Don't know,"$20,000 to $29,999"
1057,60 to 64,55 to 64,Female,Married,... every day?,... good?,... good?,"$5,000 to $9,999","$20,000 to $29,999"
1058,80 years and over,75 years and over,Male,Widowed,... every day?,... very good?,... fair?,"$40,000 to $49,999","$80,000 to $99,999"
1059,20 to 24,15 to 24,Male,Living common-law,... never,... very good?,... excellent?,"$20,000 to $29,999","$30,000 to $39,999"
1060,40 to 44,35 to 44,Female,Married,... every day?,... good?,... excellent?,"$100,000 or more","$150,000 or more"
1061,60 to 64,55 to 64,Male,Married,... a few times a week?,... very good?,... very good?,"$50,000 to $59,999","$50,000 to $59,999"
1062,60 to 64,55 to 64,Female,Widowed,... about once a month?,... good?,... good?,"$20,000 to $29,999","$30,000 to $39,999"
1063,70 to 74,65 to 74,Male,Widowed,... about once a week?,... excellent?,... very good?,"$15,000 to $19,999","$15,000 to $19,999"
1064,65 to 69,65 to 74,Male,Single (Never married),... never,... very good?,... very good?,"$20,000 to $29,999","$20,000 to $29,999"
1065,70 to 74,65 to 74,Female,Widowed,... never,... fair?,... fair?,"$10,000 to $14,999","$10,000 to $14,999"
1066,45 to 49,45 to 54,Female,Living common-law,... about once a week?,... good?,... very good?,"$15,000 to $19,999","$60,000 to $79,999"
1067,55 to 59,55 to 64,Male,Married,... about once a week?,... good?,... very good?,"$80,000 to $99,999","$150,000 or more"
1068,70 to 74,65 to 74,Female,Widowed,... about once a month?,... good?,... good?,Don't know,Don't know
1069,50 to 54,45 to 54,Male,Single (Never married),... about once a week?,... good?,... very good?,"$40,000 to $49,999","$40,000 to $49,999"
1070,15 to 17,15 to 24,Female,Single (Never married),... a few times a week?,Not stated,Not stated,Not stated,Not stated
1071,30 to 34,25 to 34,Male,Married,... about once a week?,... very good?,... very good?,"$30,000 to $39,999","$60,000 to $79,999"
1072,50 to 54,45 to 54,Male,Divorced,... every day?,... poor?,... excellent?,"$20,000 to $29,999","$20,000 to $29,999"
1073,18 to 19,15 to 24,Female,Living common-law,... every day?,... good?,... excellent?,No income,Not stated
1074,75 to 79,75 years and over,Male,Single (Never married),... never,... fair?,... very good?,"$15,000 to $19,999","$15,000 to $19,999"
1075,35 to 39,35 to 44,Female,Married,... every day?,... very good?,... very good?,"$50,000 to $59,999","$100,000 to $149,999"
1076,80 years and over,75 years and over,Female,Widowed,... a few times a week?,... good?,... good?,"$20,000 to $29,999","$20,000 to $29,999"
1077,60 to 64,55 to 64,Female,Married,... a few times a week?,... excellent?,... very good?,Not stated,Not stated
1078,80 years and over,75 years and over,Female,Married,... about once a week?,... good?,... excellent?,Not stated,Not stated
1079,45 to 49,45 to 54,Male,Married,... a few times a week?,... fair?,... good?,"$100,000 or more","$150,000 or more"
1080,75 to 79,75 years and over,Male,Married,... less than once a month?,... very good?,... excellent?,"$60,000 to $79,999","$100,000 to $149,999"
1081,70 to 74,65 to 74,Male,Married,... less than once a month?,... fair?,... fair?,"$30,000 to $39,999","$40,000 to $49,999"
1082,80 years and over,75 years and over,Female,Widowed,... never,... fair?,... good?,Not stated,Not stated
1083,25 to 29,25 to 34,Female,Living common-law,... every day?,... good?,... good?,"$20,000 to $29,999","$30,000 to $39,999"
1084,15 to 17,15 to 24,Female,Single (Never married),... a few times a week?,... excellent?,... very good?,No income,"$60,000 to $79,999"
1085,50 to 54,45 to 54,Male,Living common-law,... a few times a week?,... excellent?,... excellent?,"$100,000 or more","$150,000 or more"
1086,35 to 39,35 to 44,Male,Married,... never,... very good?,... excellent?,Not stated,Not stated
1087,25 to 29,25 to 34,Female,Single (Never married),... about once a week?,... very good?,... good?,"$20,000 to $29,999","$20,000 to $29,999"
1088,75 to 79,75 years and over,Female,Married,... never,Not stated,Not stated,Not stated,Not stated
1089,45 to 49,45 to 54,Male,Not stated,... every day?,Not stated,Not stated,Not stated,Not stated
1090,45 to 49,45 to 54,Male,Married,... every day?,... good?,... good?,"$60,000 to $79,999","$80,000 to $99,999"
1091,45 to 49,45 to 54,Male,Married,... every day?,... very good?,... very good?,"$80,000 to $99,999","$150,000 or more"
1092,70 to 74,65 to 74,Male,Married,... never,... very good?,... good?,No income,No income or loss
1093,40 to 44,35 to 44,Female,Divorced,... less than once a month?,... poor?,... good?,"$20,000 to $29,999","$20,000 to $29,999"
1094,65 to 69,65 to 74,Male,Married,... every day?,... very good?,... fair?,"$100,000 or more","$150,000 or more"
1095,65 to 69,65 to 74,Female,Married,... never,... very good?,... very good?,"$30,000 to $39,999","$100,000 to $149,999"
1096,40 to 44,35 to 44,Male,Married,... a few times a week?,... good?,... good?,"$5,000 to $9,999","$15,000 to $19,999"
1097,40 to 44,35 to 44,Female,Divorced,... every day?,... very good?,... very good?,"$100,000 or more","$100,000 to $149,999"
1098,35 to 39,35 to 44,Female,Married,... a few times a week?,... good?,... good?,Not stated,Not stated
1099,25 to 29,25 to 34,Female,Single (Never married),... a few times a week?,... excellent?,... very good?,"$50,000 to $59,999","$100,000 to $149,999"
1100,75 to 79,75 years and over,Female,Married,... never,... very good?,... good?,"$15,000 to $19,999","$40,000 to $49,999"
1101,50 to 54,45 to 54,Male,Married,... every day?,... good?,... good?,Not stated,Not stated
1102,45 to 49,45 to 54,Female,Living common-law,... a few times a week?,... excellent?,... very good?,"$100,000 or more","$150,000 or more"
1103,55 to 59,55 to 64,Male,Married,... about once a week?,... very good?,... very good?,"$5,000 to $9,999","$15,000 to $19,999"
1104,25 to 29,25 to 34,Female,Separated,... a few times a week?,... very good?,... very good?,"$10,000 to $14,999","$10,000 to $14,999"
